,cwe_id
1581,NVD-CWE-Other
1582,CWE-476
1583,CWE-415
1584,CWE-119
1585,CWE-189
1586,NVD-CWE-Other
1587,NVD-CWE-Other
1588,NVD-CWE-Other
1589,NVD-CWE-Other
1590,NVD-CWE-Other
1591,NVD-CWE-Other
1592,CWE-399
1593,CWE-125
1594,CWE-416
1595,CWE-125
1596,CWE-254
1597,NVD-CWE-Other
1598,CWE-200
1599,CWE-264
1600,CWE-74
1601,CWE-264
1602,CWE-284
1603,CWE-264
1604,CWE-284
1605,CWE-284
1606,CWE-335
1607,CWE-264
1608,CWE-416
1609,NVD-CWE-Other
1610,CWE-255
1611,CWE-119
1612,CWE-200
1613,CWE-119
1614,CWE-89
1615,CWE-79
1616,CWE-352
1617,CWE-190
1618,CWE-119
1619,CWE-119
1620,CWE-120
1621,CWE-264
1622,CWE-200
1623,CWE-77
1624,CWE-77
1625,NVD-CWE-Other
1626,CWE-119
1627,CWE-200
1628,CWE-287
1629,CWE-200
1630,CWE-200
1631,NVD-CWE-Other
1632,NVD-CWE-Other
1633,CWE-119
1634,CWE-119
1635,CWE-119
1636,CWE-264
1637,CWE-119
1638,CWE-200
1639,CWE-200
1640,CWE-200
1641,NVD-CWE-Other
1642,CWE-119
1643,CWE-369
1644,CWE-119
1645,CWE-416
1646,CWE-79
1647,CWE-79
1648,CWE-79
1649,CWE-79
1650,CWE-200
1651,NVD-CWE-Other
1652,CWE-264
1653,CWE-119
1654,CWE-89
1655,CWE-20
1656,CWE-125
1657,CWE-190
1658,CWE-190
1659,CWE-200
1660,CWE-22
1661,CWE-79
1662,CWE-330
1663,CWE-284
1664,CWE-119
1665,CWE-119
1666,CWE-362
1667,CWE-200
1668,CWE-200
1669,CWE-79
1670,CWE-787
1671,CWE-399
1672,CWE-20
1673,CWE-125
1674,CWE-20
1675,CWE-476
1676,CWE-20
1677,CWE-119
1678,CWE-20
1679,CWE-20
1680,CWE-79
1681,CWE-119
1682,CWE-399
1683,CWE-19
1684,CWE-20
1685,CWE-399
1686,CWE-399
1687,CWE-200
1688,CWE-200
1689,CWE-310
1690,CWE-310
1691,CWE-119
1692,CWE-476
1693,CWE-476
1694,CWE-20
1695,CWE-200
1696,CWE-254
1697,CWE-89
1698,CWE-79
1699,CWE-79
1700,CWE-399
1701,CWE-94
1702,CWE-119
1703,CWE-200
1704,CWE-79
1705,CWE-79
1706,CWE-79
1707,CWE-94
1708,CWE-190
1709,CWE-79
1710,CWE-200
1711,CWE-190
1712,CWE-190
1713,CWE-415
1714,CWE-190
1715,CWE-190
1716,CWE-416
1717,CWE-415
1718,CWE-416
1719,CWE-119
1720,CWE-79
1721,CWE-79
1722,CWE-200
1723,CWE-190
1724,CWE-125
1725,CWE-89
1726,CWE-190
1727,CWE-20
1728,CWE-20
1729,CWE-362
1730,CWE-362
1731,CWE-362
1732,CWE-94
1733,CWE-119
1734,CWE-264
1735,CWE-184
1736,CWE-200
1737,CWE-79
1738,CWE-20
1739,CWE-284
1740,CWE-400
1741,CWE-125
1742,CWE-119
1743,CWE-284
1744,CWE-254
1745,CWE-200
1746,CWE-79
1747,CWE-476
1748,CWE-119
1749,CWE-125
1750,CWE-200
1751,CWE-20
1752,CWE-119
1753,CWE-362
1754,CWE-125
1755,CWE-20
1756,CWE-476
1757,CWE-352
1758,CWE-254
1759,CWE-89
1760,CWE-362
1761,CWE-264
1762,CWE-264
1763,CWE-190
1764,CWE-416
1765,CWE-798
1766,CWE-79
1767,CWE-787
1768,CWE-190
1769,CWE-190
1770,NVD-CWE-Other
1771,NVD-CWE-Other
1772,NVD-CWE-Other
1773,CWE-352
1774,CWE-264
1775,CWE-264
1776,CWE-125
1777,CWE-125
1778,CWE-415
1779,CWE-352
1780,CWE-200
1781,CWE-285
1782,CWE-125
1783,CWE-79
1784,CWE-119
1785,CWE-19
1786,CWE-74
1787,CWE-787
1788,CWE-787
1789,CWE-200
1790,CWE-20
1791,CWE-476
1792,CWE-476
1793,CWE-476
1794,CWE-190
1795,CWE-119
1796,CWE-264
1797,CWE-285
1798,CWE-287
1799,CWE-287
1800,CWE-79
1801,CWE-79
1802,CWE-125
1803,CWE-190
1804,CWE-399
1805,CWE-79
1806,CWE-22
1807,CWE-704
1808,CWE-89
1809,CWE-89
1810,CWE-119
1811,CWE-119
1812,CWE-416
1813,CWE-119
1814,CWE-119
1815,CWE-20
1816,CWE-119
1817,CWE-200
1818,CWE-119
1819,CWE-264
1820,CWE-434
1821,CWE-89
1822,CWE-119
1823,CWE-125
1824,CWE-125
1825,CWE-125
1826,CWE-125
1827,CWE-125
1828,CWE-125
1829,CWE-125
1830,CWE-787
1831,CWE-125
1832,CWE-125
1833,CWE-125
1834,CWE-369
1835,CWE-125
1836,CWE-125
1837,CWE-125
1838,CWE-20
1839,CWE-125
1840,CWE-787
1841,CWE-284
1842,CWE-275
1843,CWE-284
1844,CWE-190
1845,CWE-89
1846,CWE-89
1847,CWE-89
1848,CWE-89
1849,CWE-254
1850,CWE-326
1851,CWE-125
1852,CWE-426
1853,CWE-416
1854,CWE-416
1855,CWE-362
1856,CWE-416
1857,CWE-416
1858,CWE-416
1859,CWE-125
1860,CWE-476
1861,CWE-125
1862,CWE-362
1863,CWE-125
1864,CWE-200
1865,CWE-125
1866,CWE-119
1867,CWE-284
1868,CWE-476
1869,CWE-119
1870,CWE-284
1871,CWE-190
1872,CWE-200
1873,CWE-59
1874,CWE-284
1875,CWE-476
1876,CWE-264
1877,CWE-20
1878,CWE-399
1879,CWE-119
1880,CWE-362
1881,CWE-416
1882,CWE-119
1883,CWE-400
1884,CWE-119
1885,CWE-476
1886,NVD-CWE-noinfo
1887,CWE-119
1888,CWE-125
1889,CWE-125
1890,CWE-476
1891,CWE-369
1892,CWE-369
1893,CWE-415
1894,CWE-399
1895,CWE-119
1896,CWE-20
1897,CWE-20
1898,CWE-476
1899,CWE-476
1900,CWE-89
1901,CWE-89
1902,CWE-74
1903,CWE-74
1904,CWE-74
1905,CWE-89
1906,CWE-20
1907,CWE-20
1908,CWE-20
1909,CWE-20
1910,CWE-20
1911,CWE-119
1912,CWE-190
1913,CWE-190
1914,CWE-89
1915,CWE-264
1916,CWE-416
1917,CWE-326
1918,CWE-284
1919,CWE-190
1920,CWE-287
1921,CWE-384
1922,CWE-79
1923,CWE-352
1924,CWE-79
1925,CWE-200
1926,CWE-79
1927,CWE-190
1928,CWE-200
1929,CWE-89
1930,CWE-200
1931,CWE-89
1932,CWE-200
1933,CWE-284
1934,CWE-200
1935,CWE-200
1936,CWE-89
1937,CWE-20
1938,CWE-399
1939,CWE-89
1940,CWE-20
1941,CWE-190
1942,CWE-89
1943,CWE-89
1944,CWE-89
1945,CWE-200
1946,CWE-200
1947,CWE-200
1948,CWE-89
1949,CWE-89
1950,CWE-119
1951,CWE-476
1952,CWE-20
1953,CWE-190
1954,NVD-CWE-Other
1955,NVD-CWE-Other
1956,CWE-20
1957,NVD-CWE-Other
1958,NVD-CWE-Other
1959,NVD-CWE-Other
1960,CWE-20
1961,CWE-20
1962,CWE-20
1963,CWE-20
1964,CWE-119
1965,CWE-79
1966,CWE-352
1967,CWE-352
1968,CWE-79
1969,CWE-79
1970,CWE-119
1971,CWE-787
1972,CWE-119
1973,CWE-119
1974,CWE-119
1975,CWE-787
1976,CWE-119
1977,CWE-787
1978,CWE-190
1979,CWE-119
1980,CWE-125
1981,CWE-119
1982,CWE-787
1983,CWE-125
1984,CWE-119
1985,CWE-190
1986,CWE-476
1987,CWE-787
1988,CWE-264
1989,CWE-59
1990,CWE-416
1991,CWE-125
1992,CWE-388
1993,CWE-79
1994,CWE-400
1995,CWE-190
1996,CWE-787
1997,CWE-200
1998,CWE-125
1999,CWE-119
2000,CWE-362
2001,CWE-416
2002,CWE-362
2003,CWE-415
2004,NVD-CWE-noinfo
2005,NVD-CWE-noinfo
2006,NVD-CWE-noinfo
2007,NVD-CWE-noinfo
2008,CWE-476
2009,CWE-79
2010,CWE-79
2011,CWE-20
2012,CWE-119
2013,CWE-476
2014,CWE-416
2015,CWE-399
2016,CWE-93
2017,CWE-119
2018,CWE-119
2019,CWE-200
2020,CWE-617
2021,CWE-617
2022,CWE-200
2023,CWE-532
2024,CWE-190
2025,CWE-863
2026,CWE-862
2027,CWE-94
2028,CWE-20
2029,CWE-20
2030,CWE-346
2031,CWE-502
2032,CWE-755
2033,CWE-918
2034,CWE-918
2035,CWE-918
2036,CWE-918
2037,CWE-352
2038,NVD-CWE-noinfo
2039,CWE-79
2040,CWE-20
2041,CWE-119
2042,CWE-78
2043,CWE-416
2044,CWE-79
2045,CWE-78
2046,CWE-78
2047,CWE-502
2048,CWE-119
2049,CWE-787
2050,CWE-20
2051,CWE-617
2052,CWE-404
2053,CWE-200
2054,CWE-369
2055,CWE-119
2056,CWE-20
2057,CWE-79
2058,CWE-79
2059,CWE-787
2060,CWE-352
2061,CWE-78
2062,CWE-79
2063,CWE-79
2064,CWE-119
2065,CWE-22
2066,NVD-CWE-noinfo
2067,CWE-94
2068,CWE-20
2069,CWE-20
2070,CWE-601
2071,CWE-79
2072,CWE-416
2073,NVD-CWE-noinfo
2074,CWE-129
2075,CWE-119
2076,CWE-352
2077,CWE-352
2078,CWE-352
2079,CWE-89
2080,CWE-287
2081,CWE-772
2082,CWE-674
2083,CWE-200
2084,CWE-119
2085,CWE-476
2086,CWE-416
2087,CWE-400
2088,CWE-835
2089,NVD-CWE-noinfo
2090,CWE-416
2091,CWE-772
2092,CWE-119
2093,CWE-284
2094,CWE-617
2095,CWE-125
2096,CWE-94
2097,CWE-772
2098,CWE-200
2099,CWE-415
2100,CWE-369
2101,CWE-755
2102,CWE-476
2103,CWE-835
2104,CWE-79
2105,CWE-79
2106,CWE-125
2107,CWE-20
2108,CWE-613
2109,CWE-79
2110,CWE-125
2111,CWE-119
2112,CWE-79
2113,CWE-79
2114,CWE-116
2115,NVD-CWE-noinfo
2116,CWE-79
2117,CWE-362
2118,NVD-CWE-noinfo
2119,CWE-617
2120,CWE-772
2121,CWE-476
2122,CWE-476
2123,CWE-119
2124,CWE-772
2125,CWE-476
2126,CWE-476
2127,CWE-476
2128,CWE-134
2129,CWE-20
2130,CWE-125
2131,CWE-772
2132,CWE-770
2133,CWE-772
2134,CWE-772
2135,CWE-772
2136,CWE-772
2137,CWE-772
2138,CWE-772
2139,CWE-772
2140,CWE-772
2141,CWE-772
2142,CWE-434
2143,CWE-20
2144,CWE-20
2145,CWE-665
2146,CWE-640
2147,CWE-640
2148,CWE-415
2149,CWE-384
2150,CWE-326
2151,CWE-787
2152,CWE-416
2153,CWE-125
2154,CWE-125
2155,CWE-125
2156,CWE-125
2157,CWE-125
2158,CWE-125
2159,CWE-125
2160,CWE-125
2161,CWE-125
2162,CWE-125
2163,CWE-943
2164,CWE-79
2165,CWE-416
2166,CWE-345
2167,CWE-354
2168,CWE-347
2169,CWE-79
2170,CWE-119
2171,CWE-125
2172,CWE-125
2173,CWE-125
2174,CWE-125
2175,CWE-835
2176,CWE-835
2177,CWE-125
2178,CWE-125
2179,CWE-125
2180,CWE-125
2181,CWE-835
2182,CWE-125
2183,CWE-835
2184,CWE-125
2185,CWE-125
2186,CWE-125
2187,CWE-125
2188,CWE-125
2189,CWE-125
2190,CWE-125
2191,CWE-125
2192,CWE-125
2193,CWE-125
2194,CWE-125
2195,CWE-125
2196,CWE-125
2197,CWE-119
2198,CWE-125
2199,CWE-125
2200,CWE-125
2201,CWE-125
2202,CWE-125
2203,CWE-125
2204,CWE-125
2205,CWE-125
2206,CWE-125
2207,CWE-125
2208,CWE-125
2209,CWE-125
2210,CWE-125
2211,CWE-125
2212,CWE-125
2213,CWE-125
2214,CWE-125
2215,CWE-125
2216,CWE-125
2217,CWE-125
2218,CWE-125
2219,CWE-125
2220,CWE-125
2221,CWE-125
2222,CWE-125
2223,CWE-125
2224,CWE-125
2225,CWE-125
2226,CWE-125
2227,CWE-125
2228,CWE-125
2229,CWE-125
2230,CWE-125
2231,CWE-125
2232,CWE-125
2233,CWE-125
2234,CWE-125
2235,CWE-125
2236,CWE-125
2237,CWE-125
2238,CWE-125
2239,CWE-125
2240,CWE-125
2241,CWE-125
2242,CWE-494
2243,CWE-203
2244,CWE-125
2245,CWE-200
2246,CWE-20
2247,CWE-772
2248,CWE-79
2249,CWE-476
2250,CWE-125
2251,CWE-125
2252,CWE-125
2253,CWE-125
2254,CWE-665
2255,CWE-125
2256,CWE-287
2257,CWE-787
2258,CWE-787
2259,CWE-787
2260,CWE-834
2261,CWE-834
2262,CWE-834
2263,CWE-834
2264,CWE-835
2265,CWE-834
2266,CWE-190
2267,CWE-190
2268,CWE-119
2269,CWE-369
2270,CWE-770
2271,CWE-200
2272,CWE-502
2273,CWE-798
2274,CWE-119
2275,CWE-787
2276,CWE-119
2277,CWE-787
2278,CWE-125
2279,CWE-20
2280,CWE-834
2281,CWE-834
2282,CWE-834
2283,CWE-190
2284,CWE-835
2285,CWE-834
2286,CWE-834
2287,CWE-834
2288,CWE-400
2289,CWE-476
2290,CWE-89
2291,CWE-79
2292,CWE-200
2293,CWE-79
2294,CWE-89
2295,CWE-79
2296,CWE-287
2297,CWE-476
2298,CWE-400
2299,CWE-119
2300,CWE-79
2301,CWE-78
2302,CWE-125
2303,CWE-193
2304,CWE-20
2305,CWE-79
2306,CWE-287
2307,CWE-476
2308,CWE-843
2309,CWE-476
2310,CWE-476
2311,CWE-476
2312,CWE-125
2313,CWE-125
2314,CWE-20
2315,CWE-22
2316,CWE-20
2317,CWE-89
2318,CWE-119
2319,CWE-79
2320,CWE-79
2321,CWE-79
2322,CWE-79
2323,CWE-200
2324,CWE-79
2325,CWE-200
2326,CWE-772
2327,CWE-772
2328,CWE-79
2329,CWE-269
2330,CWE-269
2331,CWE-434
2332,CWE-269
2333,CWE-119
2334,CWE-476
2335,CWE-59
2336,CWE-200
2337,CWE-416
2338,CWE-476
2339,CWE-416
2340,NVD-CWE-noinfo
2341,CWE-119
2342,CWE-416
2343,CWE-772
2344,CWE-79
2345,CWE-639
2346,CWE-639
2347,CWE-639
2348,CWE-200
2349,CWE-639
2350,CWE-639
2351,CWE-639
2352,CWE-639
2353,CWE-639
2354,CWE-639
2355,CWE-200
2356,CWE-639
2357,CWE-639
2358,CWE-639
2359,CWE-639
2360,CWE-200
2361,CWE-639
2362,CWE-200
2363,CWE-79
2364,CWE-79
2365,CWE-79
2366,CWE-362
2367,CWE-416
2368,CWE-476
2369,CWE-200
2370,CWE-79
2371,CWE-79
2372,CWE-611
2373,CWE-79
2374,CWE-476
2375,NVD-CWE-noinfo
2376,CWE-89
2377,CWE-125
2378,NVD-CWE-noinfo
2379,CWE-119
2380,CWE-200
2381,CWE-79
2382,CWE-79
2383,CWE-79
2384,CWE-79
2385,CWE-79
2386,CWE-918
2387,CWE-352
2388,CWE-79
2389,CWE-362
2390,CWE-79
2391,CWE-79
2392,CWE-352
2393,CWE-352
2394,CWE-352
2395,CWE-352
2396,CWE-352
2397,CWE-352
2398,CWE-352
2399,CWE-352
2400,CWE-79
2401,CWE-20
2402,CWE-79
2403,CWE-732
2404,CWE-78
2405,CWE-125
2406,CWE-125
2407,CWE-20
2408,CWE-311
2409,CWE-79
2410,CWE-79
2411,CWE-287
2412,CWE-330
2413,CWE-352
2414,CWE-200
2415,CWE-119
2416,CWE-125
2417,CWE-476
2418,CWE-89
2419,CWE-416
2420,CWE-119
2421,CWE-416
2422,CWE-416
2423,CWE-125
2424,CWE-125
2425,CWE-119
2426,CWE-476
2427,CWE-125
2428,CWE-119
2429,CWE-125
2430,CWE-119
2431,CWE-287
2432,NVD-CWE-noinfo
2433,NVD-CWE-noinfo
2434,CWE-125
2435,CWE-125
2436,CWE-125
2437,CWE-732
2438,CWE-22
2439,NVD-CWE-noinfo
2440,CWE-79
2441,CWE-79
2442,CWE-119
2443,CWE-200
2444,CWE-125
2445,CWE-22
2446,CWE-617
2447,CWE-415
2448,CWE-79
2449,CWE-79
2450,CWE-79
2451,CWE-79
2452,CWE-119
2453,CWE-125
2454,CWE-119
2455,CWE-835
2456,CWE-416
2457,CWE-532
2458,CWE-200
2459,CWE-119
2460,CWE-119
2461,CWE-22
2462,CWE-416
2463,CWE-416
2464,CWE-125
2465,CWE-668
2466,CWE-79
2467,CWE-330
2468,CWE-79
2469,CWE-79
2470,CWE-79
2471,CWE-476
2472,CWE-200
2473,CWE-416
2474,CWE-362
2475,CWE-89
2476,CWE-79
2477,CWE-20
2478,CWE-787
2479,CWE-862
2480,CWE-119
2481,CWE-119
2482,CWE-190
2483,CWE-119
2484,CWE-119
2485,CWE-119
2486,CWE-20
2487,CWE-89
2488,CWE-200
2489,CWE-89
2490,CWE-89
2491,CWE-476
2492,CWE-346
2493,CWE-416
2494,NVD-CWE-noinfo
2495,CWE-763
2496,CWE-476
2497,CWE-415
2498,CWE-20
2499,CWE-415
2500,CWE-835
2501,CWE-125
2502,CWE-125
2503,CWE-835
2504,CWE-190
2505,CWE-290
2506,CWE-119
2507,CWE-20
2508,CWE-416
2509,CWE-362
2510,NVD-CWE-noinfo
2511,CWE-835
2512,CWE-476
2513,CWE-416
2514,CWE-20
2515,CWE-119
2516,CWE-362
2517,NVD-CWE-noinfo
2518,NVD-CWE-noinfo
2519,CWE-476
2520,CWE-20
2521,CWE-362
2522,CWE-190
2523,CWE-190
2524,CWE-835
2525,NVD-CWE-noinfo
2526,CWE-125
2527,CWE-79
2528,NVD-CWE-noinfo
2529,CWE-22
2530,CWE-200
2531,CWE-79
2532,CWE-369
2533,CWE-20
2534,CWE-119
2535,CWE-20
2536,CWE-415
2537,CWE-79
2538,CWE-787
2539,CWE-190
2540,CWE-787
2541,CWE-79
2542,CWE-20
2543,NVD-CWE-noinfo
2544,CWE-200
2545,CWE-416
2546,CWE-326
2547,CWE-863
2548,CWE-200
2549,CWE-79
2550,NVD-CWE-noinfo
2551,CWE-200
2552,CWE-287
2553,CWE-200
2554,CWE-502
2555,CWE-200
2556,CWE-79
2557,CWE-863
2558,CWE-732
2559,CWE-352
2560,CWE-362
2561,CWE-121
2562,CWE-476
2563,CWE-79
2564,CWE-20
2565,NVD-CWE-noinfo
2566,CWE-94
2567,CWE-119
2568,NVD-CWE-noinfo
2569,CWE-732
2570,CWE-200
2571,CWE-59
2572,CWE-269
2573,CWE-125
2574,CWE-119
2575,CWE-20
2576,CWE-415
2577,CWE-125
2578,CWE-119
2579,CWE-119
2580,CWE-190
2581,CWE-89
2582,CWE-352
2583,CWE-601
2584,CWE-22
2585,CWE-200
2586,CWE-79
2587,CWE-79
2588,CWE-1188
2589,CWE-352
2590,CWE-338
2591,CWE-79
2592,CWE-415
2593,CWE-772
2594,CWE-787
2595,CWE-787
2596,CWE-119
2597,CWE-119
2598,CWE-200
2599,CWE-22
2600,CWE-125
2601,NVD-CWE-noinfo
2602,CWE-119
2603,CWE-119
2604,CWE-532
2605,CWE-200
2606,NVD-CWE-noinfo
2607,CWE-79
2608,CWE-190
2609,CWE-388
2610,CWE-119
2611,CWE-20
2612,CWE-346
2613,CWE-20
2614,CWE-346
2615,CWE-20
2616,CWE-346
2617,CWE-20
2618,CWE-346
2619,CWE-640
2620,CWE-125
2621,CWE-20
2622,CWE-346
2623,CWE-20
2624,CWE-346
2625,CWE-20
2626,CWE-346
2627,CWE-79
2628,CWE-89
2629,CWE-200
2630,CWE-89
2631,CWE-79
2632,CWE-476
2633,NVD-CWE-noinfo
2634,CWE-125
2635,CWE-770
2636,CWE-295
2637,CWE-125
2638,CWE-416
2639,CWE-79
2640,NVD-CWE-noinfo
2641,CWE-190
2642,CWE-476
2643,CWE-862
2644,CWE-362
2645,CWE-617
2646,CWE-326
2647,CWE-362
2648,CWE-20
2649,CWE-415
2650,CWE-78
2651,CWE-119
2652,CWE-476
2653,CWE-287
2654,CWE-200
2655,CWE-918
2656,CWE-835
2657,CWE-787
2658,CWE-190
2659,CWE-125
2660,CWE-787
2661,CWE-125
2662,CWE-787
2663,CWE-119
2664,CWE-20
2665,CWE-362
2666,CWE-416
2667,CWE-125
2668,NVD-CWE-noinfo
2669,CWE-190
2670,CWE-190
2671,CWE-415
2672,CWE-125
2673,CWE-79
2674,CWE-79
2675,CWE-79
2676,CWE-287
2677,CWE-476
2678,CWE-125
2679,CWE-119
2680,CWE-416
2681,CWE-119
2682,CWE-125
2683,CWE-119
2684,CWE-119
2685,CWE-20
2686,CWE-787
2687,CWE-119
2688,CWE-79
2689,CWE-20
2690,CWE-79
2691,CWE-295
2692,CWE-79
2693,CWE-79
2694,CWE-125
2695,CWE-125
2696,CWE-125
2697,CWE-79
2698,CWE-20
2699,CWE-863
2700,CWE-79
2701,CWE-79
2702,CWE-352
2703,CWE-20
2704,CWE-190
2705,CWE-190
2706,CWE-476
2707,CWE-362
2708,CWE-416
2709,CWE-119
2710,CWE-119
2711,CWE-190
2712,CWE-119
2713,CWE-119
2714,NVD-CWE-noinfo
2715,CWE-79
2716,CWE-79
2717,CWE-190
2718,CWE-269
2719,CWE-358
2720,NVD-CWE-noinfo
2721,CWE-416
2722,CWE-20
2723,CWE-416
2724,CWE-295
2725,CWE-79
2726,CWE-79
2727,CWE-74
2728,CWE-601
2729,CWE-79
2730,CWE-918
2731,NVD-CWE-Other
2732,CWE-476
2733,CWE-125
2734,CWE-416
2735,CWE-476
2736,CWE-119
2737,NVD-CWE-noinfo
2738,CWE-59
2739,CWE-369
2740,CWE-476
2741,CWE-404
2742,CWE-20
2743,CWE-416
2744,CWE-200
2745,CWE-59
2746,CWE-59
2747,CWE-522
2748,CWE-362
2749,CWE-119
2750,CWE-190
2751,CWE-835
2752,CWE-611
2753,CWE-918
2754,CWE-362
2755,CWE-79
2756,CWE-119
2757,CWE-119
2758,CWE-388
2759,CWE-20
2760,CWE-434
2761,CWE-119
2762,CWE-119
2763,CWE-125
2764,CWE-787
2765,CWE-787
2766,CWE-787
2767,CWE-787
2768,CWE-787
2769,CWE-787
2770,CWE-787
2771,CWE-79
2772,CWE-787
2773,CWE-352
2774,CWE-787
2775,CWE-732
2776,CWE-119
2777,CWE-79
2778,CWE-416
2779,CWE-369
2780,CWE-89
2781,CWE-119
2782,CWE-119
2783,CWE-119
2784,CWE-119
2785,CWE-119
2786,CWE-119
2787,CWE-119
2788,CWE-119
2789,CWE-119
2790,CWE-119
2791,CWE-404
2792,CWE-388
2793,CWE-119
2794,CWE-79
2795,CWE-352
2796,CWE-94
2797,CWE-20
2798,CWE-125
2799,CWE-22
2800,CWE-119
2801,CWE-682
2802,CWE-400
2803,CWE-362
2804,CWE-119
2805,CWE-787
2806,CWE-129
2807,CWE-119
2808,CWE-476
2809,CWE-125
2810,CWE-79
2811,CWE-79
2812,CWE-415
2813,CWE-1187
2814,CWE-79
2815,CWE-191
2816,CWE-404
2817,CWE-416
2818,CWE-682
2819,CWE-476
2820,CWE-404
2821,CWE-79
2822,CWE-352
2823,CWE-601
2824,CWE-79
2825,CWE-79
2826,CWE-352
2827,CWE-20
2828,CWE-918
2829,CWE-125
2830,NVD-CWE-noinfo
2831,NVD-CWE-noinfo
2832,NVD-CWE-noinfo
2833,CWE-908
2834,CWE-20
2835,CWE-617
2836,CWE-20
2837,CWE-617
2838,CWE-772
2839,CWE-20
2840,CWE-200
2841,CWE-369
2842,CWE-369
2843,CWE-787
2844,CWE-125
2845,CWE-125
2846,CWE-125
2847,CWE-125
2848,CWE-476
2849,CWE-476
2850,CWE-125
2851,CWE-787
2852,CWE-787
2853,CWE-125
2854,CWE-787
2855,CWE-476
2856,CWE-20
2857,CWE-476
2858,CWE-79
2859,CWE-79
2860,CWE-434
2861,CWE-352
2862,CWE-863
2863,CWE-787
2864,CWE-125
2865,CWE-89
2866,CWE-674
2867,CWE-79
2868,CWE-125
2869,CWE-125
2870,CWE-617
2871,CWE-416
2872,CWE-416
2873,CWE-200
2874,CWE-476
2875,CWE-400
2876,CWE-119
2877,CWE-119
2878,CWE-416
2879,CWE-94
2880,CWE-787
2881,CWE-125
2882,CWE-125
2883,CWE-119
2884,CWE-119
2885,CWE-119
2886,CWE-200
2887,CWE-119
2888,CWE-119
2889,CWE-119
2890,CWE-79
2891,CWE-119
2892,CWE-787
2893,NVD-CWE-noinfo
2894,CWE-119
2895,CWE-134
2896,CWE-352
2897,CWE-94
2898,CWE-59
2899,CWE-502
2900,CWE-835
2901,CWE-347
2902,CWE-20
2903,CWE-79
2904,CWE-22
2905,CWE-125
2906,CWE-532
2907,CWE-400
2908,CWE-78
2909,CWE-203
2910,CWE-190
2911,CWE-667
2912,CWE-79
2913,CWE-732
2914,CWE-327
2915,CWE-426
2916,NVD-CWE-noinfo
2917,CWE-732
2918,CWE-640
2919,CWE-190
2920,CWE-79
2921,CWE-20
2922,CWE-79
2923,CWE-774
2924,CWE-79
2925,CWE-470
2926,CWE-502
2927,CWE-91
2928,CWE-119
2929,CWE-434
2930,CWE-22
2931,CWE-20
2932,CWE-20
2933,CWE-22
2934,CWE-89
2935,CWE-79
2936,CWE-89
2937,CWE-79
2938,CWE-22
2939,CWE-20
2940,CWE-203
2941,CWE-125
2942,NVD-CWE-noinfo
2943,CWE-22
2944,CWE-22
2945,CWE-22
2946,CWE-22
2947,CWE-22
2948,CWE-22
2949,CWE-22
2950,CWE-22
2951,CWE-476
2952,CWE-20
2953,CWE-862
2954,CWE-89
2955,CWE-79
2956,CWE-601
2957,CWE-601
2958,CWE-79
2959,CWE-119
2960,CWE-190
2961,CWE-416
2962,CWE-125
2963,CWE-79
2964,CWE-79
2965,CWE-787
2966,CWE-119
2967,CWE-787
2968,CWE-787
2969,CWE-787
2970,CWE-94
2971,CWE-476
2972,CWE-20
2973,CWE-476
2974,CWE-416
2975,CWE-787
2976,CWE-787
2977,CWE-787
2978,CWE-416
2979,CWE-89
2980,CWE-79
2981,CWE-732
2982,CWE-287
2983,CWE-352
2984,CWE-22
2985,CWE-119
2986,CWE-20
2987,CWE-79
2988,CWE-119
2989,CWE-787
2990,CWE-190
2991,CWE-20
2992,CWE-79
2993,CWE-287
2994,CWE-22
2995,CWE-79
2996,CWE-434
2997,CWE-125
2998,CWE-125
2999,CWE-125
3000,CWE-125
3001,CWE-119
3002,CWE-125
3003,CWE-125
3004,CWE-125
3005,CWE-125
3006,CWE-908
3007,CWE-125
3008,CWE-787
3009,CWE-200
3010,CWE-79
3011,CWE-369
3012,CWE-79
3013,CWE-190
3014,CWE-476
3015,CWE-125
3016,CWE-787
3017,CWE-119
3018,CWE-119
3019,CWE-119
3020,CWE-674
3021,CWE-125
3022,CWE-79
3023,CWE-79
3024,CWE-1236
3025,CWE-79
3026,CWE-824
3027,NVD-CWE-noinfo
3028,NVD-CWE-noinfo
3029,CWE-129
3030,CWE-502
3031,CWE-502
3032,CWE-79
3033,CWE-79
3034,CWE-362
3035,CWE-476
3036,CWE-125
3037,CWE-476
3038,CWE-434
3039,CWE-416
3040,CWE-125
3041,CWE-125
3042,CWE-835
3043,CWE-327
3044,CWE-200
3045,CWE-200
3046,CWE-704
3047,CWE-732
3048,CWE-20
3049,CWE-20
3050,CWE-476
3051,CWE-732
3052,CWE-732
3053,CWE-335
3054,CWE-20
3055,CWE-22
3056,CWE-20
3057,CWE-20
3058,CWE-120
3059,CWE-79
3060,CWE-732
3061,CWE-362
3062,CWE-732
3063,CWE-307
3064,CWE-125
3065,CWE-200
3066,NVD-CWE-noinfo
3067,CWE-787
3068,CWE-200
3069,CWE-190
3070,NVD-CWE-noinfo
3071,CWE-22
3072,CWE-125
3073,CWE-79
3074,CWE-476
3075,CWE-476
3076,CWE-787
3077,CWE-125
3078,CWE-476
3079,CWE-129
3080,CWE-476
3081,CWE-617
3082,CWE-125
3083,CWE-269
3084,CWE-190
3085,CWE-79
3086,CWE-89
